ProductID,SKU,ProductName,Category,SubCategory,Brand,UnitPrice,CostPrice,LaunchDate,DiscontinuedFlag,Color,Size,WeightKg,PackageDimensions,Rating,StockStatus
2073,SKU-N22506,Eco Mixer,Toys,Office,PrimeLine,1294.64,1098.07,2024-10-12 05:48:26,False,Blue,S,24.85,19.6x20.1x19.5 cm,2.94,In Stock
2074,SKU-C53534,Ultra Backpack,Fashion,Outdoor,CartPro,764.25,433.48,"Sep 08, 2023",False,White,XXL,19.98,13.6x43.6x18.2 cm,2.99,In Stock
2075,SKU-U58036,Ultra Watch,Electronics,Outdoor,GeoBasics,653.02,519.76,2022-08-31 02:06:35,False,Pink,L,7.12,47.1x68.5x38.2 cm,4.35,Out of Stock
2076,SKU-V65372,Pro Watch,Beauty,Budget,GeoBasics,767.16,553.26,2023-12-19 09:46:17,True,Pink,XXL,19.77,72.6x66.6x34.2 cm,3.85,Out of Stock
6390,SKU-K99849,Eco Headphones,Toys,Budget,PrimeLine,2083.18,1545.01,2019-06-15T03:33:57,False,Green,L,12.32,68.4x71.2x29.1 cm,2.43,Low Stock
2078,SKU-E27773,Max Bottle,Electronics,Office,CartPro,765.76,321.44,"Jul 24, 2020",False,Green,L,20.43,69.0x42.6x22.7 cm,2.43,In Stock
2079,SKU-G45951,Pro Phone,Fashion,Budget,GeoBasics,1294.45,1031.94,2023-07-28,False,Grey,S,24.25,67.5x54.4x28.2 cm,3.87,Out of Stock
2080,SKU-J27149,Pro Watch,Sports,Office,Luxora,1238.49,945.99,13/05/2022,True,Black,M,12.37,51.8x10.1x27.0 cm,4.43,Out of Stock
2521,SKU-T32339,Pro Headphones,Fashion,Standard,CartPro,1024.05,695.53,"Aug 07, 2018",False,Blue,,24.33,71.0x25.6x21.5 cm,2.14,Out of Stock
2082,SKU-I33813,Max Bottle,Beauty,Budget,Luxora,1173.01,985.71,"Mar 31, 2024",False,White,XL,2.88,52.0x52.0x4.2 cm,3.09,Low Stock
2083,SKU-Q93672,Eco Shoes,Electronics,Standard,CartPro,752.76,619.69,2018-05-21,False,White,XXL,5.35,64.0x24.6x14.2 cm,4.36,Low Stock
2084,SKU-M24111,Pro Bottle,Fashion,Kids,ActiveX,1893.76,922.11,2021-08-31T16:10:10,False,Black,XS,14.59,72.6x32.8x17.6 cm,4.59,Out of Stock
2085,SKU-Q61384,Pro Phone,Sports,Standard,GeoBasics,1531.03,974.34,"Aug 03, 2020",False,White,XS,17.48,75.3x46.0x14.8 cm,2.41,In Stock
2086,SKU-V24175,Lite Mixer,Beauty,Office,GeoBasics,1480.3,730.24,2020-02-21 09:40:09,False,Red,XS,21.92,38.0x9.7x3.4 cm,3.05,In Stock
2087,SKU-Z31500,Lite Watch,Home & Kitchen,Kids,CartPro,2657.09,2128.16,2020-08-21T10:09:58,False,Green,XXL,5.78,34.7x22.5x10.0 cm,4.17,Low Stock
2088,SKU-K42527,Smart Mixer,Sports,Budget,CartPro,2660.36,1114.14,"Jun 14, 2022",False,Green,L,18.2,7.7x52.9x40.0 cm,3.29,Low Stock
2089,SKU-T77167,Smart Bottle,Electronics,Outdoor,ActiveX,1047.9,749.61,2019-06-14,False,Black,XS,1.71,10.1x31.0x38.9 cm,4.99,In Stock
2090,SKU-Z22169,Pro Phone,Grocery,Standard,GeoBasics,1795.3,1264.24,25/09/2024,False,Grey,XXL,4.84,56.3x76.9x5.9 cm,2.87,In Stock
2091,SKU-H53372,Lite Mixer,Beauty,Outdoor,UrbanEdge,1680.49,839.17,2019-05-10,False,White,,21.42,13.0x48.4x12.8 cm,3.28,In Stock
2092,SKU-U22047,Ultra Headphones,Beauty,Budget,HomeSense,950.89,775.03,17/02/2023,False,Grey,M,20.68,43.5x8.9x35.6 cm,2.3,Out of Stock
2093,SKU-B85190,max watch,Toys,Standard,HomeSense,2419.68,1613.85,2023-11-18T22:48:50,False,,S,15.83,61.3x24.9x30.0 cm,4.32,Out of Stock
2094,SKU-C29223,Ultra Mixer,Fashion,Outdoor,UrbanEdge,3009.14,2435.46,2022-09-03 23:51:59,False,Black,XL,16.03,56.0x43.3x17.7 cm,4.46,Out of Stock
2095,SKU-S54441,Ultra Shoes,Grocery,Outdoor,Luxora,1293.46,788.79,08/09/2025,False,Black,L,16.7,59.4x6.5x33.3 cm,4.94,Out of Stock
2096,SKU-B31392,Eco Bottle,Grocery,Office,GeoBasics,2349.67,1795.99,08/04/2024,True,Red,L,8.26,30.2x14.9x3.1 cm,4.37,In Stock
2097,SKU-J30983,Ultra Backpack,Grocery,Budget,CartPro,510.67,391.22,2025-10-24,False,White,L,9.46,76.4x10.5x12.9 cm,2.87,In Stock
2098,SKU-G19081,Smart Phone,Fashion,Standard,CartPro,1398.66,976.78,2018-07-30,False,Red,XXL,4.82,57.7x59.4x27.7 cm,4.22,Low Stock
2099,SKU-A12568,Pro Backpack,Toys,Budget,ActiveX,1752.89,1037.84,13/05/2025,False,White,,21.58,35.1x25.4x12.9 cm,3.34,In Stock
2100,SKU-P69425,Eco Headphones,Home & Kitchen,Outdoor,PrimeLine,1179.99,951.88,"Nov 11, 2022",False,Green,,19.79,78.1x57.6x5.7 cm,4.94,Low Stock
2101,SKU-X90651,Lite Bottle,Fashion,Outdoor,Luxora,1517.71,1175.78,01/10/2022,False,White,S,22.71,66.6x54.0x18.8 cm,4.36,Low Stock
2102,SKU-C67379,Ultra Shoes,Beauty,Standard,ActiveX,1533.81,772.66,2021-02-13 22:40:02,False,Pink,L,23.46,32.5x13.3x7.9 cm,3.12,Low Stock
2103,SKU-M50692,Max Bottle,Beauty,Outdoor,ActiveX,one hundred,835.42,2019-02-25T23:42:58,False,Blue,S,10.51,29.7x39.6x36.5 cm,4.38,Low Stock
2104,SKU-I74050,Eco Backpack,Sports,Budget,PrimeLine,1497.72,693.94,2021-02-01T13:51:02,True,Grey,XS,7.21,55.3x13.9x36.0 cm,3.12,Out of Stock
2105,SKU-X98680,Smart Bottle,Electronics,Kids,GeoBasics,1680.99,691.87,2021-09-25 01:08:44,False,Black,XS,3396.741819426955,79.9x19.4x22.5 cm,3.91,Low Stock
2106,SKU-E53947,Lite Bottle,Sports,Outdoor,HomeSense,1177.24,511.69,2018-03-05 04:56:40,True,Black,L,5.12,50.6x39.8x5.3 cm,2.32,Low Stock
2107,SKU-O31591,Ultra Bottle,Beauty,Outdoor,HomeSense,1821.03,808.86,07/04/2020,True,White,,14.51,67.5x59.1x39.6 cm,3.34,Low Stock
2108,SKU-G49463,Smart Bottle,Electronics,Standard,GeoBasics,1934.62,1076.76,"Nov 22, 2018",False,Grey,M,11.81,27.2x67.5x23.8 cm,2.23,In Stock
2109,SKU-J54784,Smart Backpack,Home & Kitchen,Standard,CartPro,1569.21,1281.8,2018-12-21T09:12:24,True,White,S,22.7,12.2x21.3x19.3 cm,3.55,Low Stock
2110,SKU-Y65840,Ultra Bottle,Sports,Premium,UrbanEdge,2005.03,1332.09,2024-08-23,False,Pink,XS,3.68,27.2x57.9x14.5 cm,3.73,Low Stock
8997,SKU-V94962,Lite Watch,Home & Kitchen,Premium,GeoBasics,1751.63,1003.53,16/04/2025,False,Blue,L,23.05,70.4x61.9x19.5 cm,3.01,Out of Stock
2112,SKU-H72077,Lite Headphones,Grocery,Kids,GeoBasics,1257.34,529.69,2025-05-13T09:38:20,False,Black,S,21.96,63.8x42.9x15.8 cm,3.08,Low Stock
2113,SKU-C55303,Eco Phone,Fashion,Outdoor,UrbanEdge,2138.14,1464.27,"May 03, 2021",False,Pink,,20.41,27.5x48.4x5.2 cm,4.34,Out of Stock
2114,SKU-R42477,Pro Phone,Fashion,Outdoor,CartPro,1318.63,836.53,2020-07-10 00:09:00,False,,XL,9.77,12.1x66.2x19.7 cm,3.81,Out of Stock
2115,SKU-T13304,Smart Mixer,Grocery,Budget,ActiveX,942.4,444.86,2024-09-14T15:44:36,False,White,M,6.46,15.3x62.6x15.5 cm,3.7,Low Stock
2116,SKU-T75299,Pro Phone,Home & Kitchen,Budget,HomeSense,870.87,433.42,2019-11-21,True,Red,L,23.41,36.7x44.7x22.7 cm,—,In Stock
2117,SKU-Q84921,Smart headphones,Grocery,Office,UrbanEdge,828.82,388.35,2020-11-08,False,Green,XS,4.84,39.4x53.3x36.0 cm,4.8,Low Stock
2118,SKU-B68498,Ultra Shoes,Home & Kitchen,Kids,UrbanEdge,1854.21,941.16,2020-05-10,False,Green,XS,9.74,69.4x8.7x8.8 cm,2.53,In Stock
2119,SKU-A79567,Smart Headphones,Beauty,Budget,CartPro,1010.31,404.81,2023-04-25 01:46:28,False,Blue,M,24.1,36.2x7.5x1.9 cm,2.21,In Stock
2120,SKU-E83603,Smart Bottle,Beauty,Budget,GeoBasics,2433.6,1318.29,"Jul 13, 2022",False,White,L,16.46,13.5x71.6x5.6 cm,4.46,In Stock
2121,SKU-Y45765,Smart Mixer,Beauty,Outdoor,Luxora,1895.05,1594.45,10/08/2022,False,Pink,,3.79,63.6x41.8x39.7 cm,3.07,Out of Stock
2122,SKU-F62054,Max Shoes,Toys,Premium,GeoBasics,1542.22,1052.37,2022-08-10T16:51:31,False,Green,XL,11.98,64.6x29.2x16.3 cm,4.47,Out of Stock
2123,SKU-T99536,Eco Phone,Beauty,Premium,Luxora,3649.76,2345.64,"Sep 08, 2022",False,Blue,S,3.29,69.5x28.3x19.7 cm,4.8,Low Stock
2124,SKU-C63847,Eco Shoes,Sports,Budget,GeoBasics,675.9,437.18,"Aug 23, 2019",False,Red,XXL,16.66,34.2x27.2x39.5 cm,3.2,In Stock
2125,SKU-F15550,Eco Backpack,Sports,Standard,Luxora,2799.04,1875.26,2025-01-14T19:01:51,False,Blue,,6.57,39.3x22.4x13.0 cm,2.42,Low Stock
2126,SKU-S90136,Max Shoes,Fashion,Kids,Luxora,1601.93,1174.38,2018-06-26T01:49:15,False,Red,XS,8.34,42.8x30.3x21.7 cm,2.31,Out of Stock
2127,SKU-Q68046,Pro Headphones,Beauty,Standard,HomeSense,989.59,750.3,20/09/2023,True,Blue,,14.27,9.9x76.5x1.2 cm,2.54,Out of Stock
2128,SKU-T62960,Eco Shoes,Fashion,Budget,UrbanEdge,3100.09,1280.9,2018-08-12 01:56:16,False,Red,M,4.4,43.9x42.9x32.4 cm,2.82,Out of Stock
2129,SKU-P97607,Smart Mixer,Grocery,Outdoor,UrbanEdge,1482.15,717.26,2024-05-12 14:46:40,True,Blue,S,14.04,17.5x52.6x40.0 cm,3.91,Low Stock
2130,SKU-K90696,Ultra Backpack,Home & Kitchen,Budget,CartPro,1093.39,518.76,"Aug 09, 2021",False,Pink,XL,9.2,75.0x45.6x16.3 cm,4.3,In Stock
2131,SKU-N23552,Pro Shoes,Home & Kitchen,Kids,HomeSense,1480.84,845.24,2021-01-05 01:01:01,False,White,S,13.64,69.1x67.1x15.3 cm,3.36,Out of Stock
2132,SKU-E60138,Pro Phone,Fashion,Office,UrbanEdge,1063.83,552.71,2025-01-23,False,Black,,2.66,50.3x55.2x33.0 cm,4.59,Out of Stock
2133,SKU-B81773,Smart Mixer,Toys,Budget,ActiveX,1091.74,838.86,2019-03-05T07:35:39,False,Grey,S,10.45,36.2x14.1x39.0 cm,4.42,Low Stock
2134,SKU-O13080,Ultra Backpack,Fashion,Office,GeoBasics,1656.71,968.93,04/07/2020,False,Blue,M,12.33,60.7x67.8x2.1 cm,2.02,In Stock
2135,SKU-F13036,Lite Watch,Grocery,Office,GeoBasics,301.26,234.47,2019-04-21 19:30:20,False,Black,M,15.26,5.7x25.6x15.0 cm,3.71,Out of Stock
2136,SKU-S29273,Eco Phone,Sports,Kids,PrimeLine,1714.61,1237.47,2025-05-28T00:54:03,False,Pink,XS,13612.482516655336,61.6x52.2x13.4 cm,3.22,Low Stock
2137,SKU-R88978,Eco Shoes,Grocery,Standard,ActiveX,2496.36,1492.44,2024-03-09 23:56:02,False,Green,M,23.05,79.4x35.2x33.6 cm,3.43,In Stock
2138,SKU-G13983,Eco Shoes,Sports,Kids,ActiveX,551.66,458.44,2020-04-15T19:55:39,False,Grey,S,12.81,36.2x11.4x7.4 cm,3.83,In Stock
2139,SKU-V80945,ECO SHOES,Home & Kitchen,Kids,PrimeLine,1668.53,1260.71,09/07/2021,False,Pink,XXL,21.27,77.7x53.5x9.8 cm,3.75,Low Stock
2140,SKU-I72402,Lite Phone,Fashion,Standard,HomeSense,945.08,676.74,30/05/2025,False,Green,XXL,6.35,67.5x50.2x11.2 cm,4.68,Low Stock
2141,SKU-C61770,Lite Phone,Fashion,Standard,ActiveX,742.16,558.41,"Feb 12, 2023",False,Green,L,10.92,73.2x73.2x9.6 cm,3.07,Out of Stock
2142,SKU-U29747,Smart Watch,Fashion,Standard,PrimeLine,1581.02,930.7,2024-10-13 14:45:13,False,Pink,M,10.43,59.2x24.0x14.7 cm,3.8,Out of Stock
2143,SKU-U70021,max headphones,Beauty,Office,GeoBasics,729.01,328.0,2020-05-13T02:08:09,False,Green,L,0.47,61.1x65.8x23.5 cm,4.83,Low Stock
2144,SKU-R25983,Smart Watch,Toys,Budget,ActiveX,1106.21,647.2,2019-02-24,True,Green,S,14.15,9.7x67.0x1.9 cm,3.08,Out of Stock
2145,SKU-G44401,Eco Watch,Fashion,Premium,Luxora,1445.65,913.65,2021-12-18T01:37:46,False,Grey,M,21.17,8.5x6.1x33.9 cm,3.5,In Stock
2146,SKU-E78813,Smart Shoes,Beauty,Budget,HomeSense,1929.61,864.39,13/12/2018,False,Red,M,0.57,11.0x65.3x2.5 cm,2.21,In Stock
2147,SKU-X60821,Max Headphones,Beauty,Budget,CartPro,1490.72,844.71,2023-05-30T20:06:15,False,Grey,S,18.86,11.4x40.6x30.1 cm,4.73,In Stock
2148,SKU-M20636,Smart Watch,Electronics,Premium,PrimeLine,1510.78,1234.93,2018-10-03 13:37:30,True,Grey,,5.45,26.8x27.8x22.4 cm,4.41,Low Stock
2149,SKU-F78591,Lite Bottle,Grocery,Premium,UrbanEdge,750.28,344.81,2023-05-01T10:32:37,False,Blue,XXL,14.17,47.5x57.5x2.4 cm,2.17,Out of Stock
2150,SKU-X55829,Smart Mixer,Fashion,Premium,CartPro,1938.55,1321.83,"Dec 07, 2018",False,Green,,3.7,47.1x73.2x37.9 cm,4.14,Low Stock
2151,SKU-M54183,Smart Headphones,Fashion,Outdoor,UrbanEdge,1669.02,1301.97,"Aug 17, 2019",False,Red,M,10.77,12.5x57.0x23.4 cm,4.72,In Stock
2152,SKU-X52083,ultra shoes,Toys,Office,PrimeLine,995.34,726.16,"Nov 29, 2022",False,Green,S,7.22,61.7x48.0x36.1 cm,4.3,In Stock
2153,SKU-N68429,Eco Watch,Fashion,Budget,HomeSense,1096.84,534.81,2020-12-10T04:35:11,False,Green,L,3.46,14.4x30.6x17.4 cm,3.73,Out of Stock
2154,SKU-X87882,Eco Shoes,Electronics,Kids,GeoBasics,603.44,352.23,09/04/2023,False,White,XS,4.74,63.7x57.9x38.8 cm,4.75,Low Stock
2155,SKU-F20220,Smart Headphones,Sports,Office,GeoBasics,1749.93,1142.3,2022-05-30,False,Red,XS,24.13,68.9x38.6x11.4 cm,4.16,Out of Stock
2156,SKU-J48485,Ultra Mixer,Grocery,Premium,GeoBasics,1243.27,572.22,2024-03-31T01:11:37,False,Grey,XS,24.53,71.6x22.6x15.7 cm,2.31,Out of Stock
2157,SKU-U61145,Eco Shoes,Toys,Standard,UrbanEdge,1980.33,1024.06,"Sep 28, 2021",False,Blue,XXL,18.54,24.9x12.6x29.4 cm,2.67,Low Stock
2158,SKU-E12824,Smart watch,Sports,Premium,HomeSense,1412.01,983.82,2020-01-27T01:59:34,False,Black,M,0.81,57.4x62.7x9.4 cm,2.46,Low Stock
2159,SKU-G48822,Eco Bottle,Fashion,Budget,UrbanEdge,777.63,603.04,2024-01-16 08:25:47,False,Grey,XXL,11.39,37.9x59.8x7.1 cm,2.93,In Stock
9916,SKU-D57813,Max Bottle,Home & Kitchen,Kids,GeoBasics,993.73,627.38,"Oct 27, 2019",False,Green,XL,7.67,28.5x39.2x37.2 cm,3.1,Out of Stock
2161,SKU-M82073,Eco Headphones,Toys,Budget,Luxora,1922.15,950.7,2022-05-18T03:23:35,True,Blue,XXL,14.22,53.7x13.2x14.9 cm,2.8,Out of Stock
2162,SKU-K36635,Pro Headphones,Beauty,Office,CartPro,1886.81,1217.1,15/05/2022,False,Pink,S,2.74,22.4x64.1x24.5 cm,3.03,Out of Stock
2163,SKU-F24553,Smart Bottle,Sports,Office,ActiveX,1261.24,866.01,"Oct 23, 2019",True,Pink,L,23.57,28.1x57.2x25.8 cm,2.07,Low Stock
2164,SKU-P43995,Eco Mixer,Sports,Standard,CartPro,1439.39,1040.7,"Aug 26, 2023",False,Black,L,one hundred,9.4x9.9x24.9 cm,2.83,In Stock
2165,SKU-M61671,Max Backpack,Fashion,Standard,ActiveX,2424.45,1683.12,2022-01-06 12:11:05,False,Blue,L,14.58,6.2x42.1x15.6 cm,2.51,Low Stock
2166,SKU-W14863,Eco Backpack,Home & Kitchen,Budget,CartPro,2221.94,1670.77,2024-03-04T14:30:25,False,Red,XXL,2.77,41.7x32.0x9.0 cm,2.18,Out of Stock
2167,SKU-L79797,Smart Backpack,Electronics,Office,Luxora,1571.65,912.63,2021-05-18T01:50:45,False,,,19.85,38.6x33.7x11.4 cm,3.28,Out of Stock
2168,SKU-L74140,Eco Phone,Grocery,Premium,PrimeLine,2313.76,1464.5,2020-02-08T16:41:20,False,White,S,13.14,16.6x30.0x2.5 cm,4.39,In Stock
2169,SKU-C39796,Lite Bottle,Electronics,Premium,GeoBasics,796.56,377.52,15/07/2018,False,Grey,XXL,19.26,30.4x40.0x7.9 cm,3.49,Out of Stock
2170,SKU-K13762,max mixer,Electronics,Premium,GeoBasics,361.87,149.35,2025-06-17T10:01:38,False,White,XS,22.52,75.4x41.8x17.6 cm,4.11,In Stock
2171,SKU-K59797,Pro Headphones,Fashion,Office,ActiveX,1183.02,562.13,2020-07-14T01:48:32,False,Blue,S,5.85,21.3x76.6x28.1 cm,2.35,Out of Stock
2172,SKU-Z49207,Max Backpack,Home & Kitchen,Standard,GeoBasics,611.33,439.59,2024-10-10 20:33:20,False,Blue,,9.39,29.2x26.9x37.5 cm,3.33,Out of Stock
2173,SKU-T92130,Ultra Backpack,Toys,Office,CartPro,966.02,507.83,2021-01-26 17:04:25,False,White,XL,19.17,13.2x66.6x38.7 cm,2.63,In Stock
2174,SKU-A79138,Max Mixer,Toys,Premium,HomeSense,856.46,631.66,13/01/2019,False,White,M,24.05,30.7x36.6x33.9 cm,2.32,Low Stock
2175,SKU-D75737,Eco Shoes,Grocery,Office,Luxora,699.18,289.02,"Jul 12, 2018",False,,XS,12.36,37.2x52.2x18.2 cm,2.7,Low Stock
2176,SKU-C54104,Smart shoes,Fashion,Premium,ActiveX,1227.03,664.84,2021-09-13 19:38:39,False,Grey,L,14.18,12.8x22.2x5.8 cm,4.37,Out of Stock
2177,SKU-O27674,Smart Headphones,Toys,Kids,ActiveX,2226.12,942.45,2023-09-10,False,Blue,L,8.88,41.7x23.3x16.5 cm,3.72,In Stock
2178,SKU-Q78928,Eco Backpack,Fashion,Kids,HomeSense,1722.27,1274.39,2020-07-18 10:26:57,True,White,,19.29,33.2x38.7x14.1 cm,2.69,Low Stock
2179,SKU-O29311,Max Watch,Grocery,Office,CartPro,1194.89,697.39,2025-08-25 16:26:10,False,Pink,L,2.32,33.9x47.3x30.2 cm,2.68,Out of Stock
2180,SKU-I98322,Pro Bottle,Grocery,Budget,GeoBasics,381.45,183.61,2021-12-26T10:27:30,False,Pink,,8.78,28.6x59.2x6.2 cm,2.73,In Stock
2181,SKU-V83909,Smart Watch,Toys,Standard,HomeSense,2484.63,1635.79,"Nov 16, 2019",False,Black,,14.58,74.1x11.9x19.6 cm,4.37,Low Stock
2182,SKU-K25891,Ultra Watch,Fashion,Kids,PrimeLine,1483.36,1239.24,2019-01-04,True,Green,XL,19.91,51.9x41.6x26.5 cm,3.9,Out of Stock
2183,SKU-C10825,Smart Watch,Home & Kitchen,Premium,HomeSense,675.16,285.16,2022-08-07 06:42:47,False,Black,L,18.71,50.2x17.1x1.6 cm,2.77,Out of Stock
2184,SKU-Q59855,Smart Watch,Sports,Outdoor,ActiveX,2212.13,1490.51,2020-08-14 18:25:02,False,White,XXL,16.37,36.8x28.4x4.7 cm,3.14,Low Stock
2185,SKU-J86085,Ultra Bottle,Sports,Budget,HomeSense,1790.04,1275.57,2022-01-01,False,Black,XL,24.23,22.8x23.0x10.4 cm,3.05,Low Stock
2186,SKU-H50526,Max Backpack,Home & Kitchen,Premium,HomeSense,898.68,700.85,2023-03-14T13:26:24,False,Red,,6.82,65.7x24.8x30.6 cm,N/A,Out of Stock
2187,SKU-X77165,Pro Shoes,Fashion,Standard,PrimeLine,683.36,375.21,02/08/2024,False,Grey,L,21.64,18.5x59.7x6.7 cm,4.33,Low Stock
2188,SKU-Z59241,Max Headphones,Sports,Budget,ActiveX,2313.57,1605.55,"Oct 18, 2019",False,Red,M,20.81,48.0x49.0x38.2 cm,3.31,Out of Stock
2189,SKU-D77266,Smart Phone,Home & Kitchen,Kids,Luxora,2012989.3394796983,563.88,"Oct 18, 2018",False,Red,XS,6.51,26.9x74.5x37.2 cm,2.76,Low Stock
2190,SKU-H19606,Eco Headphones,Fashion,Office,HomeSense,1534.31,687.25,10/11/2020,False,White,XXL,1.96,48.4x6.7x10.6 cm,3.84,Low Stock
2191,SKU-S10896,Eco Mixer,Fashion,Standard,CartPro,401.53,290.52,2019-06-17,False,White,XL,6.18,65.3x73.0x25.7 cm,3.77,Low Stock
2192,SKU-R82151,Ultra Headphones,Electronics,Budget,ActiveX,1608.31,973.77,26/12/2018,False,Green,L,4.54,40.9x57.4x15.1 cm,3.81,Out of Stock
2193,SKU-P34520,Eco Phone,Toys,Kids,HomeSense,1059.67,664.11,13/03/2025,False,Blue,XS,13.08,18.9x39.7x28.0 cm,3.71,Low Stock
2194,SKU-Y45455,Ultra Bottle,Toys,Office,UrbanEdge,946.53,749.75,"Sep 06, 2019",False,Red,M,6.98,72.3x40.2x7.5 cm,4.77,In Stock
2195,SKU-T33418,Eco Mixer,Sports,Outdoor,CartPro,397.72,185.36,"Sep 17, 2019",False,Green,XXL,24.65,24.7x61.1x18.2 cm,3.27,In Stock
2196,SKU-Y69628,Lite Bottle,Fashion,Premium,CartPro,1049.49,508.41,2021-09-11,False,Red,,7.66,31.9x8.4x23.9 cm,4.69,Low Stock
2197,SKU-K77334,Smart Shoes,Beauty,Premium,ActiveX,1561.81,900.08,"Dec 08, 2024",False,Grey,XS,—,27.9x14.5x19.9 cm,4.53,In Stock
2198,SKU-V14688,Smart Mixer,Toys,Kids,UrbanEdge,594.8,338.69,"Sep 08, 2020",False,White,XL,3.5,19.0x15.3x22.7 cm,4.83,Low Stock
2199,SKU-R35611,Eco Phone,Grocery,Standard,CartPro,805.06,524.95,25/12/2023,False,Blue,XS,2.05,38.5x50.9x21.4 cm,4.01,Out of Stock
2200,SKU-N68344,Eco Watch,Sports,Standard,HomeSense,483.96,288.59,2023-09-01T01:44:55,False,Green,XS,11.77,67.8x49.7x36.3 cm,4.39,In Stock
2201,SKU-I66451,Eco Bottle,Fashion,Standard,PrimeLine,3167.39,1684.07,2025-07-07T19:51:02,False,Black,,11.17,5.9x16.2x38.1 cm,2.08,Low Stock
2202,SKU-R20091,Pro Mixer,Grocery,Outdoor,GeoBasics,1475.41,unknown,2025-08-10,False,Green,,9.35,43.4x46.9x23.1 cm,4.53,Low Stock
2203,SKU-K27945,Lite Backpack,Toys,Budget,PrimeLine,648.15,303.38,2022-02-18 09:10:56,False,Black,M,10.77,33.3x9.4x19.8 cm,3.02,Low Stock
2204,SKU-O46550,Eco Phone,Fashion,Budget,UrbanEdge,2398.36,969.94,2021-07-28T22:15:56,True,Pink,M,6.4,52.8x54.3x29.2 cm,4.67,In Stock
2205,SKU-Q15237,Ultra Mixer,Electronics,Budget,UrbanEdge,993.25,461.95,2019-11-23 15:00:01,False,Black,XL,1.97,45.3x5.7x18.4 cm,3.19,Low Stock
2206,SKU-N78805,Ultra Bottle,Home & Kitchen,Budget,CartPro,1580.13,972.85,2022-11-11T02:39:13,False,Grey,M,10.63,63.1x10.7x30.9 cm,4.15,In Stock
2207,SKU-Y33603,Max Shoes,Fashion,Premium,ActiveX,754.81,501.05,2019-04-18,False,Grey,XL,12.08,25.7x53.5x5.3 cm,4.91,In Stock
2208,SKU-R34260,Max Phone,Grocery,Standard,PrimeLine,1673.02,786.02,"Aug 09, 2025",False,Pink,M,14.76,22.7x29.6x12.4 cm,4.19,In Stock
2209,SKU-G11956,Smart Shoes,Home & Kitchen,Outdoor,PrimeLine,1617.23,1064.4,10/11/2021,False,White,,7.76,69.1x41.7x25.0 cm,3.3,In Stock
2210,SKU-A75196,Max Shoes,Toys,Kids,GeoBasics,2500.09,1041.09,2018-08-18,False,Black,M,20.18,8.0x13.3x20.7 cm,3.8,Out of Stock
745,SKU-Q19917,Max Mixer,Grocery,Budget,CartPro,1481.8,1167.41,09/11/2019,False,Red,M,3.68,38.6x13.7x5.3 cm,3.92,In Stock
2212,SKU-V52399,Eco Watch,Toys,Outdoor,UrbanEdge,1102.01,702.85,2018-06-23 08:24:52,False,Pink,,6.84,17.9x50.7x3.3 cm,4.37,In Stock
2213,SKU-C47007,Smart Backpack,Electronics,Budget,PrimeLine,512.65,301.55,2022-08-20T08:59:53,False,Pink,S,7.11,70.7x55.5x7.5 cm,3.62,In Stock
2214,SKU-D41985,Lite Watch,Fashion,Office,PrimeLine,671.92,547.54,03/08/2025,False,Red,M,24.4,65.4x72.3x27.4 cm,2.55,Out of Stock
2215,SKU-Z47189,Smart Shoes,Home & Kitchen,Premium,PrimeLine,2524.82,1504.21,2021-08-25,False,Blue,XL,0.87,13.6x45.5x22.8 cm,3.65,Out of Stock
2216,SKU-P52120,Max Mixer,Fashion,Premium,ActiveX,294.23,166.61,29/06/2019,False,Black,XL,7.52,7.8x47.0x24.3 cm,3.58,In Stock
2217,SKU-T44219,Pro Watch,Grocery,Outdoor,Luxora,772.06,386.09,2021-01-20T03:04:18,False,Green,S,15.16,44.5x33.5x30.0 cm,2.44,Low Stock
2218,SKU-M25675,Max Headphones,Toys,Office,ActiveX,1288.87,697.07,2024-09-01T21:38:12,False,Pink,S,8.85,19.9x42.1x31.7 cm,2.46,In Stock
2219,SKU-F96896,Ultra Phone,Grocery,Kids,PrimeLine,1578.7,787.14,2024-09-02 15:02:25,False,Blue,L,19.69,76.5x6.7x34.5 cm,3.64,Out of Stock
2220,SKU-Q74509,Ultra Bottle,Electronics,Kids,Luxora,2522.02,1207.64,04/04/2024,False,Black,L,14.85,13.1x12.9x27.1 cm,4.61,Out of Stock
2221,SKU-S68115,Eco Bottle,Home & Kitchen,Kids,CartPro,1266.45,743.67,16/08/2021,False,,,18.17,17.9x57.0x39.6 cm,3.96,Out of Stock
2222,SKU-F12993,max bottle,Home & Kitchen,Kids,GeoBasics,1448.82,617.63,2025-06-21 08:40:20,False,Pink,,15.24,61.1x36.5x32.7 cm,4.36,Out of Stock
2223,SKU-Q34278,Max Backpack,Home & Kitchen,Standard,GeoBasics,1504.11,1029.42,2024-03-30 16:50:45,False,Black,M,17.05,13.7x7.4x17.4 cm,3.79,Out of Stock
2224,SKU-V37790,Eco Phone,Beauty,Office,Luxora,600.99,367.81,"Aug 29, 2022",False,,XL,10.51,74.9x7.2x23.5 cm,2.34,Out of Stock
2225,SKU-N19930,Lite Headphones,Toys,Budget,ActiveX,1583.1,774.6,16/11/2021,False,Blue,XS,16.61,37.3x24.3x15.2 cm,2.61,Low Stock
